fid;NM2;NM3;NM4;NM5;x;y
2472;Košický;Rožňava;Rochovce;Rochovce;20.29303883;48.69991118
2477;Košický;Rožňava;Roštár;Roštár;20.36309851;48.69639085
2487;Košický;Rožňava;Rozložná;Rozložná;20.33145071;48.61709676
2491;Košický;Rožňava;Rožňava;Rožňava;20.56558137;48.69270725
2492;Košický;Rožňava;Rožňava;Nadabula;20.50986433;48.68169816
2493;Košický;Rožňava;Čučma;Čučma;20.55499568;48.71580324
2494;Košický;Rožňava;Rožňavské Bystré;Rožňavské Bystré;20.44123637;48.67378465
2500;Košický;Rožňava;Rudná;Rudná;20.48418279;48.66332974
2593;Košický;Rožňava;Silica;Silica;20.52850235;48.56917243
2594;Košický;Rožňava;Silická Brezová;Silická Brezová;20.488336;48.53324088
2595;Košický;Rožňava;Silická Jablonica;Silická Jablonica;20.59158932;48.56614915
2626;Košický;Rožňava;Slavec;Slavec;20.47533603;48.58214825
2627;Košický;Rožňava;Slavec;Vidová;20.44561239;48.56476315
2630;Košický;Rožňava;Slavoška;Slavoška;20.33768764;48.73592875
2631;Košický;Rožňava;Slavošovce;Slavošovce;20.27454683;48.72196366
2738;Košický;Rožňava;Stratená;Stratená;20.3475921;48.8895734
2877;Košický;Rožňava;Štítnik;Štítnik;20.36705724;48.6521063
3249;Košický;Rožňava;Vlachovo;Vlachovo;20.42297714;48.7921491
3326;Košický;Rožňava;Vyšná Slaná;Vyšná Slaná;20.32662255;48.78918078
84;Košický;Sobrance;Baškovce;Baškovce;22.19929252;48.78550366
116;Košický;Sobrance;Beňatina;Beňatina;22.33641581;48.80116618
133;Košický;Sobrance;Bežovce;Bežovce;22.13546541;48.64697576
148;Košický;Sobrance;Blatná Polianka;Blatná Polianka;22.10470948;48.68854522
150;Košický;Sobrance;Blatné Remety;Blatné Remety;22.09744407;48.70867857
151;Košický;Sobrance;Blatné Revištia;Blatné Revištia;22.07618727;48.73462192
299;Košický;Sobrance;Bunkovce;Bunkovce;22.11855056;48.72192258
647;Košický;Sobrance;Fekišovce;Fekišovce;22.09221053;48.77315055
763;Košický;Sobrance;Hlivištia;Hlivištia;22.22576623;48.82131826
802;Košický;Sobrance;Horňa;Horňa;22.20226099;48.76415645
955;Košický;Sobrance;Husák;Husák;22.28986119;48.69248188
978;Košický;Sobrance;Choňkovce;Choňkovce;22.25033625;48.79716085
1012;Košický;Sobrance;Inovce;Inovce;22.35914527;48.82323449
1082;Košický;Sobrance;Jasenov;Jasenov;22.16771186;48.79686307
1105;Košický;Sobrance;Jenkovce;Jenkovce;22.20683351;48.65721499
1237;Košický;Sobrance;Kolibabovce;Kolibabovce;22.25018596;48.71650005
1246;Košický;Sobrance;Sobrance;Komárovce;22.18267334;48.73039061
1255;Košický;Sobrance;Koňuš;Koňuš;22.29943207;48.77694981
1266;Košický;Sobrance;Koromľa;Koromľa;22.29774096;48.72433562
1374;Košický;Sobrance;Krčava;Krčava;22.25080281;48.68382738
1378;Košický;Sobrance;Kristy;Kristy;22.17882717;48.68043581
1496;Košický;Sobrance;Lekárovce;Lekárovce;22.15193953;48.60094612
1959;Košický;Sobrance;Nižná Rybnica;Nižná Rybnica;22.14308536;48.74831482
1966;Košický;Sobrance;Nižné Nemecké;Nižné Nemecké;22.23753878;48.64968303
2097;Košický;Sobrance;Orechová;Orechová;22.22818515;48.70750153
2119;Košický;Sobrance;Ostrov;Ostrov;22.16130523;48.71806884
2188;Košický;Sobrance;Petrovce;Petrovce;22.3330863;48.71173766
2201;Košický;Sobrance;Pinkovce;Pinkovce;22.18213894;48.6122527
2238;Košický;Sobrance;Podhoroď;Podhoroď;22.2914052;48.82852521
2294;Košický;Sobrance;Porostov;Porostov;22.16869962;48.69832691
2299;Košický;Sobrance;Porúbka;Porúbka;22.28977516;48.73958653
2346;Košický;Sobrance;Priekopa;Priekopa;22.292489;48.75592971
2442;Košický;Sobrance;Remetské Hámre;Remetské Hámre;22.18150715;48.88116383
2512;Košický;Sobrance;Ruská Bystrá;Ruská Bystrá;22.29272775;48.85602928
2522;Košický;Sobrance;Ruskovce;Ruskovce;22.15923016;48.77346016
2523;Košický;Sobrance;Ruský Hrabovec;Ruský Hrabovec;22.34879317;48.85358365
2564;Košický;Sobrance;Sejkov;Sejkov;22.2165982;48.6898021
2673;Košický;Sobrance;Sobrance;Sobrance;22.18051055;48.74746623
2784;Košický;Sobrance;Svätuš;Svätuš;22.13849822;48.68386223
2909;Košický;Sobrance;Tašuľa;Tašuľa;22.15804364;48.66470806
2938;Košický;Sobrance;Tibava;Tibava;22.21303099;48.73628952
3056;Košický;Sobrance;Úbrež;Úbrež;22.12176707;48.78910298
3167;Košický;Sobrance;Veľké Revištia;Veľké Revištia;22.10277752;48.74841171
3269;Košický;Sobrance;Vojnatina;Vojnatina;22.23460003;48.73440345
3324;Košický;Sobrance;Vyšná Rybnica;Vyšná Rybnica;22.21485367;48.86896595
3332;Košický;Sobrance;Vyšné Nemecké;Vyšné Nemecké;22.26437307;48.65974927
3334;Košický;Sobrance;Vyšné Remety;Vyšné Remety;22.16046197;48.82395241
3362;Košický;Sobrance;Záhor;Záhor;22.20260552;48.62834179
17;Košický;Spišská Nová Ves;Arnutovce;Arnutovce;20.49318542;48.98041616
131;Košický;Spišská Nová Ves;Betlanovce;Betlanovce;20.35187194;48.96599432
305;Košický;Spišská Nová Ves;Bystrany;Bystrany;20.75224427;48.95736618
439;Košický;Spišská Nová Ves;Danišovce;Danišovce;20.61762258;48.95863623
734;Košický;Spišská Nová Ves;Harichovce;Harichovce;20.58533673;48.96229798
757;Košický;Spišská Nová Ves;Hincovce;Hincovce;20.72112561;48.96442275
767;Košický;Spišská Nová Ves;Hnilčík;Hnilčík;20.54586838;48.8539599
768;Košický;Spišská Nová Ves;Hnilec;Hnilec;20.50058632;48.82841155
884;Košický;Spišská Nová Ves;Hrabušice;Hrabušice;20.38079999;48.9504612
984;Košický;Spišská Nová Ves;Chrasť nad Hornádom;Chrasť nad Hornádom;20.69726286;48.91649026
1007;Košický;Spišská Nová Ves;Iliašovce;Iliašovce;20.52663856;48.9902641
1057;Košický;Spišská Nová Ves;Jamník;Jamník;20.6620145;48.94181366
1123;Košický;Spišská Nová Ves;Kaľava;Kaľava;20.86836603;48.93720547
1239;Košický;Spišská Nová Ves;Kolinovce;Kolinovce;20.84639884;48.92450749
1395;Košický;Spišská Nová Ves;Krompachy;Krompachy;20.87602022;48.90411077
1517;Košický;Spišská Nová Ves;Letanovce;Letanovce;20.43412483;48.95483871
1527;Košický;Spišská Nová Ves;Lieskovany;Lieskovany;20.60617567;48.92752919
1744;Košický;Spišská Nová Ves;Markušovce;Markušovce;20.61907222;48.90427927
1754;Košický;Spišská Nová Ves;Matejovce nad Hornádom;Matejovce nad Hornádom;20.67707632;48.90719657
1817;Košický;Spišská Nová Ves;Mlynky;Mlynky;20.43542283;48.85638135
2042;Košický;Spišská Nová Ves;Odorín;Odorín;20.63697522;48.93202886
2054;Košický;Spišská Nová Ves;Olcnava;Olcnava;20.75156794;48.91069063
2064;Košický;Spišská Nová Ves;Oľšavka;Oľšavka;20.82565602;48.96829262
2292;Košický;Spišská Nová Ves;Poráč;Poráč;20.72577327;48.87753679
2501;Košický;Spišská Nová Ves;Rudňany;Rudňany;20.68142603;48.87584742
2625;Košický;Spišská Nová Ves;Slatvina;Slatvina;20.85141548;48.96389968
2655;Košický;Spišská Nová Ves;Slovinky;Nižné Slovinky;20.82622543;48.87918985
2656;Košický;Spišská Nová Ves;Slovinky;Vyšné Slovinky;20.79268508;48.8564204
2658;Košický;Spišská Nová Ves;Smižany;Smižany;20.46954834;48.92425949
2691;Košický;Spišská Nová Ves;Spišská Nová Ves;Spišská Nová Ves;20.5224412;48.90796585
2697;Košický;Spišská Nová Ves;Spišské Tomášovce;Spišské Tomášovce;20.46160019;48.94947259
2698;Košický;Spišská Nová Ves;Spišské Vlachy;Spišské Vlachy;20.80031762;48.93007612
2700;Košický;Spišská Nová Ves;Spišský Hrušov;Spišský Hrušov;20.69915392;48.95148237
2923;Košický;Spišská Nová Ves;Teplička;Teplička;20.58513141;48.90481671
2924;Košický;Spišská Nová Ves;Teplička;Šafárka;20.56704028;48.87967826
3244;Košický;Spišská Nová Ves;Vítkovce;Vítkovce;20.72411681;48.9239051
3267;Košický;Spišská Nová Ves;Vojkovce;Vojkovce;20.87401518;48.95575627
3478;Košický;Spišská Nová Ves;Žehra;Žehra;20.79476829;48.98287084
30;Košický;Trebišov;Bačka;Bačka;22.05426433;48.44375538
31;Košický;Trebišov;Bačkov;Bačkov;21.60471488;48.75577649
74;Košický;Trebišov;Bara;Malá Bara;21.73362919;48.41990119
75;Košický;Trebišov;Bara;Veľká Bara;21.71450824;48.42373489
135;Košický;Trebišov;Biel;Biel;22.05525137;48.40512936
168;Košický;Trebišov;Svätá Mária;Svätá Mária;21.8353213;48.45094677
186;Košický;Trebišov;Boľ;Boľ;21.94098868;48.4773963
205;Košický;Trebišov;Borša;Borša;21.70171672;48.39653359
212;Košický;Trebišov;Boťany;Boťany;22.09888577;48.45209975
214;Košický;Trebišov;Parchovany;Božčice;21.74804122;48.75672267
235;Košický;Trebišov;Brehov;Brehov;21.80718231;48.48978518
249;Košický;Trebišov;Brezina;Brezina;21.55251238;48.55078851
312;Košický;Trebišov;Byšta;Byšta;21.54870136;48.52425415
332;Košický;Trebišov;Cejkov;Cejkov;21.76095477;48.46287546
384;Košický;Trebišov;Čeľovce;Čeľovce;21.62753268;48.60123506
388;Košický;Trebišov;Čerhov;Čerhov;21.64514315;48.46277747
393;Košický;Trebišov;Černochov;Černochov;21.72688196;48.44339598
409;Košický;Trebišov;Čierna;Čierna;22.12234207;48.43334311
412;Košický;Trebišov;Čierna nad Tisou;Čierna nad Tisou;22.08699173;48.4183529
443;Košický;Trebišov;Dargov;Dargov;21.56393635;48.7440107
488;Košický;Trebišov;Dobrá;Dobrá;22.02748749;48.40812927
636;Košický;Trebišov;Dvorianky;Dvorianky;21.71320738;48.7245804
643;Košický;Trebišov;Egreš;Egreš;21.59836358;48.61523531
893;Košický;Trebišov;Hraň;Hraň;21.78537754;48.54580839
901;Košický;Trebišov;Hrčeľ;Hrčeľ;21.69045461;48.52051598
903;Košický;Trebišov;Hriadky;Hriadky;21.71082717;48.69966016
1163;Košický;Trebišov;Kašov;Kašov;21.73367298;48.48827621
1168;Košický;Trebišov;Kazimír;Veľký Kazimír;21.58698998;48.53287273
1329;Košický;Trebišov;Kožuchov;Kožuchov;21.71876933;48.5628399
1357;Košický;Trebišov;Kráľovský Chlmec;Kráľovský Chlmec;21.97735939;48.4293668
1372;Košický;Trebišov;Kravany;Kravany;21.63633949;48.76439121
1438;Košický;Trebišov;Kuzmice;Kuzmice;21.55956091;48.57281048
1449;Košický;Trebišov;Kysta;Kysta;21.71361572;48.50567088
1460;Košický;Trebišov;Ladmovce;Ladmovce;21.77185346;48.41334775
1473;Košický;Trebišov;Lastovce;Lastovce;21.628384;48.54468339
1498;Košický;Trebišov;Leles;Kapoňa;22.06312936;48.47283916
1499;Košický;Trebišov;Leles;Leles;22.02913205;48.47626405
1640;Košický;Trebišov;Luhyňa;Luhyňa;21.63700152;48.48813067
1708;Košický;Trebišov;Malé Ozorovce;Malé Ozorovce;21.59261579;48.68902517
1713;Košický;Trebišov;Malé Trakany;Malé Trakany;22.12291801;48.40443236
1724;Košický;Trebišov;Malý Horeš;Malý Horeš;21.94654673;48.39665067
1725;Košický;Trebišov;Malý Kamenec;Malý Kamenec;21.78723608;48.34772888
1789;Košický;Trebišov;Michaľany;Michaľany;21.63053378;48.51319135
1803;Košický;Trebišov;Trebišov;Milhostov;21.71202326;48.66146689
1982;Košický;Trebišov;Nižný Žipov;Nižný Žipov;21.62812523;48.58021094
2020;Košický;Trebišov;Novosad;Novosad;21.74475155;48.53042861
2022;Košický;Trebišov;Nový Ruskov;Malý Ruskov;21.66075933;48.63861488
2023;Košický;Trebišov;Nový Ruskov;Veľký Ruskov;21.6775816;48.65383214
2147;Košický;Trebišov;Parchovany;Parchovany;21.70884886;48.74657181
2213;Košický;Trebišov;Plechotice;Plechotice;21.63821038;48.62974712
2215;Košický;Trebišov;Svätuše;Svätuše;21.91798436;48.42690299
2267;Košický;Trebišov;Poľany;Poľany;21.9875736;48.47904807
2338;Košický;Trebišov;Pribeník;Pribeník;21.99155365;48.39352954
2384;Košický;Trebišov;Rad;Rad;21.86608342;48.44042226
2556;Košický;Trebišov;Sečovce;Sečovce;21.6598889;48.70373314
2597;Košický;Trebišov;Sirník;Sirník;21.80651389;48.52057166
2639;Košický;Trebišov;Slivník;Slivník;21.55553044;48.59906509
2652;Košický;Trebišov;Slovenské Nové Mesto;Slovenské Nové Mesto;21.67884865;48.4207399
2684;Košický;Trebišov;Soľnička;Soľnička;21.96154149;48.48375847
2687;Košický;Trebišov;Somotor;Nová Vieska pri Bodrogu;21.82509253;48.42159748
2688;Košický;Trebišov;Somotor;Somotor;21.81375046;48.39870405
2689;Košický;Trebišov;Somotor;Véč;21.82689909;48.41072233
2707;Košický;Trebišov;Stankovce;Stankovce;21.66331742;48.76624362
2741;Košický;Trebišov;Strážne;Strážne;21.85387237;48.37802473
2745;Košický;Trebišov;Klin nad Bodrogom;Klin nad Bodrogom;21.72192754;48.37759717
2746;Košický;Trebišov;Streda nad Bodrogom;Streda nad Bodrogom;21.75900225;48.36988202
2794;Košický;Trebišov;Svinice;Svinice;21.88452338;48.44487052
2973;Košický;Trebišov;Trebišov;Trebišov;21.73794852;48.62257431
2988;Košický;Trebišov;Malá Tŕňa;Malá Tŕňa;21.68859856;48.44807919
2989;Košický;Trebišov;Veľká Tŕňa;Veľká Tŕňa;21.68218907;48.47423886
2994;Košický;Trebišov;Trnávka;Trnávka;21.60176957;48.71039729
3117;Košický;Trebišov;Veľaty;Veľaty;21.66268847;48.51674726
3164;Košický;Trebišov;Veľké Ozorovce;Veľké Ozorovce;21.60361316;48.66396261
3177;Košický;Trebišov;Veľké Trakany;Veľké Trakany;22.09075848;48.38846552
3198;Košický;Trebišov;Veľký Horeš;Veľký Horeš;21.90512136;48.38708468
3199;Košický;Trebišov;Veľký Kamenec;Veľký Kamenec;21.81385595;48.36117587
3224;Košický;Trebišov;Viničky;Viničky;21.73791968;48.40111853
3235;Košický;Trebišov;Višňov;Višňov;21.67570085;48.74555943
3263;Košický;Trebišov;Vojčice;Vojčice;21.73021757;48.6803701
3264;Košický;Trebišov;Vojka;Vojka;21.91486196;48.45336208
3382;Košický;Trebišov;Zatín;Zatín;21.88601095;48.48029155
3401;Košický;Trebišov;Zbehňov;Zbehňov;21.62637478;48.68867626
3426;Košický;Trebišov;Zemplín;Zemplín;21.79553776;48.43947444
3427;Košický;Trebišov;Stanča;Stanča;21.6571773;48.56463617
3428;Košický;Trebišov;Zemplínska Nová Ves;Úpor;21.68005555;48.58124659
3429;Košický;Trebišov;Zemplínska Nová Ves;Zemplínsky Klečenov;21.67490436;48.55568221
3431;Košický;Trebišov;Zemplínska Teplica;Zemplínska Teplica;21.56713592;48.6530689
3433;Košický;Trebišov;Zemplínske Hradište;Zemplínske Hradište;21.75574695;48.57949481
3434;Košický;Trebišov;Zemplínske Jastrabie;Zemplínske Jastrabie;21.77238939;48.49848124
3435;Košický;Trebišov;Zemplínsky Branč;Zemplínsky Branč;21.70975794;48.54649397
3517;Košický;Trebišov;Svätá Mária;Pavlovo;21.84022905;48.43089089
3518;Košický;Trebišov;Kazimír;Malý Kazimír;21.59498938;48.5157932
3534;Košický;Trebišov;Malý Horeš;Nový Horeš;21.88011757;48.41216299
38;Nitriansky;Komárno;Bajč;Bajč;18.22679677;47.9289044
170;Nitriansky;Komárno;Bodza;Bodza;17.85204662;47.84785674
171;Nitriansky;Komárno;Bodzianske Lúky;Bodzianske Lúky;17.90300343;47.88853672
173;Nitriansky;Komárno;Hurbanovo;Bohatá;18.21420537;47.89331417
243;Nitriansky;Komárno;Brestovec;Brestovec;17.83579446;47.87614885
279;Nitriansky;Komárno;Búč;Búč;18.4688135;47.80329349
359;Nitriansky;Komárno;Čalovec;Čalovec;17.96724728;47.83592198
408;Nitriansky;Komárno;Číčov;Číčov;17.75828388;47.78348674
447;Nitriansky;Komárno;Dedina Mládeže;Dedina Mládeže;17.98999353;47.95278359
555;Nitriansky;Komárno;Svätý Peter;Svätý Peter;18.23202646;47.83491883
619;Nitriansky;Komárno;Dulovce;Dulovce;18.26810586;47.87327919
776;Nitriansky;Komárno;Holiare;Dolné Holiare;17.81090132;47.81886842
777;Nitriansky;Komárno;Holiare;Horné Holiare;17.80971273;47.83994365
954;Nitriansky;Komárno;Hurbanovo;Hurbanovo;18.17905689;47.85558771
981;Nitriansky;Komárno;Chotín;Chotín;18.22793001;47.8103807
1009;Nitriansky;Komárno;Imeľ;Imeľ;18.13319104;47.89618086
1025;Nitriansky;Komárno;Iža;Iža;18.22962817;47.76455431
1146;Nitriansky;Komárno;Kameničná;Kameničná;18.00703362;47.84238261
1196;Nitriansky;Komárno;Klížska Nemá;Klížska Nemá;17.83394163;47.75611697
1232;Nitriansky;Komárno;Kolárovo;Kolárovo;17.96485969;47.92350004
1233;Nitriansky;Komárno;Kolárovo;Vážsky klin;18.01416853;47.96926459
1243;Nitriansky;Komárno;Komárno;Komárno;18.12310096;47.78706075
1373;Nitriansky;Komárno;Kravany nad Dunajom;Kravany nad Dunajom;18.48343516;47.77366315
1547;Nitriansky;Komárno;Lipové;Lipové;17.87093978;47.8457952
1736;Nitriansky;Komárno;Marcelová;Krátke Kesy;18.27465077;47.80415054
1737;Nitriansky;Komárno;Marcelová;Marcelová;18.30308007;47.77945393
1751;Nitriansky;Komárno;Martovce;Martovce;18.10931973;47.86397077
1822;Nitriansky;Komárno;Moča;Moča;18.40858852;47.77296146
1828;Nitriansky;Komárno;Modrany;Modrany;18.35497466;47.81729968
1866;Nitriansky;Komárno;Mudroňovo;Mudroňovo;18.32252425;47.82963659
1919;Nitriansky;Komárno;Nesvady;Nesvady;18.10501302;47.92732971
2007;Nitriansky;Komárno;Komárno;Nová Stráž;18.02766511;47.7795104
2049;Nitriansky;Komárno;Okoličná na Ostrove;Okoličná na Ostrove;17.92361047;47.81572416
2158;Nitriansky;Komárno;Patince;Patince;18.2918858;47.74372462
2339;Nitriansky;Komárno;Pribeta;Pribeta;18.31416976;47.90053758
2396;Nitriansky;Komárno;Radvaň nad Dunajom;Radvaň nad Dunajom;18.35575279;47.76009928
2397;Nitriansky;Komárno;Virt;Virt;18.32099526;47.75965807
2676;Nitriansky;Komárno;Sokolce;Sokolce-Turi;17.8676001;47.88474783
2677;Nitriansky;Komárno;Sokolce;Sokolce-Lak;17.85517963;47.86537961
2864;Nitriansky;Komárno;Šrobárová;Šrobárová;18.32235013;47.8053894
2951;Nitriansky;Komárno;Tôň;Tôň;17.82752378;47.8030824
2968;Nitriansky;Komárno;Trávnik;Trávnik;17.79383125;47.76741533
3154;Nitriansky;Komárno;Veľké Kosihy;Veľké Kosihy;17.8830641;47.76734731
3270;Nitriansky;Komárno;Bátorove Kosihy;Bátorove Kosihy;18.40423075;47.83972669
3288;Nitriansky;Komárno;Vrbová nad Váhom;Vrbová nad Váhom;18.05937809;47.8540531
3417;Nitriansky;Komárno;Zemianska Olča;Zemianska Olča;17.8840873;47.82911086
3444;Nitriansky;Komárno;Zlatná na Ostrove;Zlatná na Ostrove;17.9627391;47.77401592
41;Nitriansky;Levice;Bajka;Bajka;18.50424751;48.15414362
90;Nitriansky;Levice;Bátovce;Bátovce;18.77680137;48.28879546
91;Nitriansky;Levice;Bátovce;Jalakšová;18.76534865;48.27363412
92;Nitriansky;Levice;Drženice;Kmeťovce;18.70018375;48.26297387
126;Nitriansky;Levice;Beša;Beša;18.40376434;48.14863909
127;Nitriansky;Levice;Jesenské;Jesenské;18.41223525;48.16315211
136;Nitriansky;Levice;Bielovce;Bielovce;18.7631386;47.99410173
177;Nitriansky;Levice;Bohunice;Bohunice;18.75998924;48.34660652
206;Nitriansky;Levice;Bory;Bory;18.75057268;48.19141881
264;Nitriansky;Levice;Brhlovce;Dolné Brhlovce;18.72564087;48.21838861
265;Nitriansky;Levice;Brhlovce;Horné Brhlovce;18.74857635;48.22334643
352;Nitriansky;Levice;Čajkov;Čajkov;18.61131746;48.31320553
353;Nitriansky;Levice;Čaka;Čaka;18.47197982;48.03865516
363;Nitriansky;Levice;Levice;Čankov;18.71490673;48.19187159
370;Nitriansky;Levice;Čata;Čata;18.64961491;47.95682894
